chromosome,gene,location,ltr,ncbi_gene_id,note,orientation_in_gene,orientation_in_reference,sample/original_id,sample/pubmed_id,source_name
19,NOSIP,50069547,3p,51070,,R,F,GXIEMIS01AY45F,23953889,NCI-RID
19,NOSIP,50069749,3p,51070,,R,R,G13FKHM01A1VWA,23953889,NCI-RID
19,NOSIP,50077708,3p,51070,,R,F,GXIEMIS01AQFVX,23953889,NCI-RID
19,NOSIP,50077863,3p,51070,,R,R,5O55L:02098:00632,23953889,NCI-RID
19,NOSIP,50080241,3p,51070,,R,R,5O55L:02272:02497,23953889,NCI-RID
19,NOSIP,50080686,3p,51070,,R,R,GXIEMIS01AYVAE,23953889,NCI-RID
19,NOSIP,50081383,3p,51070,,R,R,5O55L:02341:01600,23953889,NCI-RID
19,PRR12,50103907,3p,57479,,F,R,GXIEMIS01AITOE,23953889,NCI-RID
19,PRR12,50111023,3p,57479,,F,R,GXIEMIS01BISUB,23953889,NCI-RID
19,PRR12,50112733,3p,57479,,F,R,ID22B05,23953889,NCI-RID
19,PRR12,50116458,3p,57479,,F,R,GXIEMIS01BI2SL,23953889,NCI-RID
19,,50218318,3p,,,,R,5O55L:02202:01785,23953889,NCI-RID
19,AP2A1,50277820,3p,160,,F,R,5O55L:02534:01718,23953889,NCI-RID
19,AP2A1,50282036,3p,160,,F,R,G13FKHM01A3C6G,23953889,NCI-RID
19,MED25,50327661,3p,81857,,F,R,G13FKHM01BMYRJ,23953889,NCI-RID
19,PTOV1,50355649,3p,53635,,F,R,IBB1A11,23953889,NCI-RID
19,PNKP,50368220,5p,11284,,R,R,RSHY_106N67__060,23953889,NCI-RID
19,IL4I1,50413398,3p,259307,,R,R,G13FKHM01AL8IH,23953889,NCI-RID
19,IL4I1,50430338,3p,259307,,R,F,5O55L:01174:00994,23953889,NCI-RID
19,IL4I1,50431860,3p,259307,,R,F,5O55L:02632:02519,23953889,NCI-RID
19,VRK3,50499435,3p,51231,,R,R,G13FKHM01AC6XL,23953889,NCI-RID
19,,50852349,3p,,,,R,5O55L:02356:00713,23953889,NCI-RID
19,POLD1,50898292,3p,5424,,F,F,G13FKHM01A14ZX,23953889,NCI-RID
19,POLD1,50899266,3p,5424,,F,R,5O55L:00031:00852,23953889,NCI-RID
19,POLD1,50900877,3p,5424,,F,F,5O55L:01793:01690,23953889,NCI-RID
19,POLD1,50904281,5p,5424,,F,F,RSHY_106BN_77_036,23953889,NCI-RID
19,POLD1,50911475,3p,5424,,F,F,5O55L:00827:02251,23953889,NCI-RID
19,,51110327,3p,,,,R,5O55L:01172:01075,23953889,NCI-RID
19,SYT3,51127347,3p,84258,,R,F,IBB13D4,23953889,NCI-RID
19,,51755947,3p,,,,R,IBB15D8,23953889,NCI-RID
19,FPR3,52311495,3p,2359,,F,R,IBB15H12,23953889,NCI-RID
19,ZNF615,52510558,3p,284370,,R,F,5O55L:02419:01376,23953889,NCI-RID
19,ZNF614,52528338,3p,80110,,R,F,5O55L:02578:01985,23953889,NCI-RID
19,ZNF616,52631591,5p,90317,,R,R,149__050,23953889,NCI-RID
19,ZNF836,52663795,3p,162962,,R,F,G13FKHM01BCKFC,23953889,NCI-RID
19,ZNF83,52781907,3p,55769,,R,R,G13FKHM01BP3VK,23953889,NCI-RID
19,ZNF83,52835161,3p,55769,,R,F,ID23D2,23953889,NCI-RID
19,ZNF83,53103817,3p,55769,,R,F,G13FKHM01ANKSS,23953889,NCI-RID
19,ZNF83,53162303,3p,55769,,R,R,GXIEMIS01BQYUV,23953889,NCI-RID
19,ZNF83,53182611,3p,55769,,R,R,G13FKHM01AFW24,23953889,NCI-RID
19,ZNF600,53273053,3p,162966,,R,F,5O55L:01714:02074,23953889,NCI-RID
19,ZNF600,53276325,3p,162966,,R,F,G13FKHM01BOPXG,23953889,NCI-RID
19,ZNF600,53281843,3p,162966,,R,R,G13FKHM01AFK4P,23953889,NCI-RID
19,ZNF28,53319188,5p,7576,,R,R,RSHY_106BN_64_045,23953889,NCI-RID
19,ZNF468,53346886,3p,90333,,R,F,5O55L:01969:01544,23953889,NCI-RID
19,ZNF321P,53431862,3p,399669,,R,F,G13FKHM01ADGRG,23953889,NCI-RID
19,ZNF347,53648485,3p,84671,,R,R,5O55L:00605:00793,23953889,NCI-RID
19,ZNF331,54042732,3p,55422,,F,R,IBB12C04,23953889,NCI-RID
19,ZNF331,54048802,3p,55422,,F,F,5O55L:01660:01535,23953889,NCI-RID
19,TFPT,54616629,3p,29844,,R,R,IBB3G12,23953889,NCI-RID
19,CNOT3,54649916,3p,4849,,F,F,5O55L:00653:01441,23953889,NCI-RID
19,,54878295,3p,,,,F,G13FKHM01B3SOR,23953889,NCI-RID
19,,55551823,3p,,,,F,IBB6C06,23953889,NCI-RID
19,PPP1R12C,55614231,3p,54776,,R,F,GXIEMIS01AZNQB,23953889,NCI-RID
19,PPP6R1,55747247,5p,22870,,R,R,RSHY_106_206BN_005,23953889,NCI-RID
19,PPP6R1,55766626,3p,22870,,R,R,ID24H5,23953889,NCI-RID
19,,55772094,3p,,,,R,IBB13D11,23953889,NCI-RID
19,BRSK1,55802028,3p,84446,,F,F,ID4H12,23953889,NCI-RID
19,,55860701,3p,,,,F,5O55L:02230:01191,23953889,NCI-RID
19,RPL28,55901233,3p,6158,,F,R,5O55L:01693:01939,23953889,NCI-RID
19,,55908535,3p,,,,F,5O55L:02226:01763,23953889,NCI-RID
19,FIZ1,56106439,3p,84922,,R,F,GXIEMIS01BX5WZ,23953889,NCI-RID
19,,56131758,3p,,,,R,5O55L:02410:01332,23953889,NCI-RID
19,U2AF2,56176805,3p,11338,,F,R,G13FKHM01AHEE3,23953889,NCI-RID
19,GALP,56696267,3p,85569,,F,R,G13FKHM01BC7PB,23953889,NCI-RID
19,,56788420,3p,,,,F,ID24H10,23953889,NCI-RID
19,,57234262,3p,,,,R,5O55L:02054:02069,23953889,NCI-RID
19,ZNF264,57725320,3p,9422,,F,R,5O55L:01711:02202,23953889,NCI-RID
19,ZNF460,57797142,3p,10794,,F,F,IBB7C03,23953889,NCI-RID
19,ZNF460,57801676,3p,10794,,F,R,GXIEMIS01A4N39,23953889,NCI-RID
19,,57812831,3p,,,,R,G13FKHM01BVPZY,23953889,NCI-RID
19,,57853300,3p,,,,R,IBB14D1,23953889,NCI-RID
19,,57962669,3p,,,,F,IBB3C11,23953889,NCI-RID
19,,58315862,5p,,,,F,RSHY_BN_365_050,23953889,NCI-RID
19,ZNF587,58373290,3p,84914,,F,F,G13FKHM01A3SP7,23953889,NCI-RID
19,ZNF587,58375221,3p,84914,,F,R,G13FKHM01BOX6A,23953889,NCI-RID
19,ZNF274,58701917,5p,10782,,F,R,RSHY_BN_367_077,23953889,NCI-RID
19,ZNF544,58764986,3p,27300,,F,F,5O55L:01593:01721,23953889,NCI-RID
19,,58816211,3p,,,,F,GXIEMIS01BA56C,23953889,NCI-RID
19,ZSCAN22,58843886,3p,342945,,F,F,IBB13H6,23953889,NCI-RID
19,A1BG,58860622,3p,1,,R,R,G13FKHM01AHIL3,23953889,NCI-RID
19,ZNF837,58886017,3p,116412,,R,F,G13FKHM01BOJBI,23953889,NCI-RID
19,ZNF584,58924667,3p,201514,,F,R,5O55L:01904:02410,23953889,NCI-RID
19,TRIM28,59058405,3p,10155,,F,R,ID3B3,23953889,NCI-RID
19,TRIM28,59060954,5p,10155,,F,F,135__067,23953889,NCI-RID
2,SH3YL1,231648,3p,26751,,R,F,IBB7E07,23953889,NCI-RID
2,SH3YL1,241738,3p,26751,,R,F,ID1G2,23953889,NCI-RID
2,ACP1,273002,3p,52,,F,R,5O55L:01736:01127,23953889,NCI-RID
2,TMEM18,669433,3p,129787,,R,F,5O55L:00124:00868,23953889,NCI-RID
2,,4286948,3p,,,,F,G13FKHM01BXXLK,23953889,NCI-RID
2,,4473176,3p,,,,F,G13FKHM01BKW65,23953889,NCI-RID
2,,5527108,3p,,,,F,IBB16G6,23953889,NCI-RID
2,,5533321,3p,,,,F,IBB6F07,23953889,NCI-RID
2,CMPK2,6998413,3p,129607,,R,F,5O55L:02366:01822,23953889,NCI-RID
2,,7643764,3p,,,,F,5O55L:02152:02076,23953889,NCI-RID
2,,7710975,3p,,,,R,5O55L:02259:01240,23953889,NCI-RID
2,,7727149,3p,,,,R,G13FKHM01ALGVW,23953889,NCI-RID
2,,7856917,3p,,,,R,G13FKHM01BLINQ,23953889,NCI-RID
2,,8515833,3p,,,,F,GXIEMIS01APBAP,23953889,NCI-RID
2,ASAP2,9471401,3p,8853,,F,F,GXIEMIS01ACHJN,23953889,NCI-RID
2,CPSF3,9583840,3p,51692,,F,R,G13FKHM01AYCF3,23953889,NCI-RID
2,CPSF3,9596398,3p,51692,,F,R,G13FKHM01B2XL4,23953889,NCI-RID
2,YWHAQ,9756663,3p,10971,,R,R,5O55L:01369:02727,23953889,NCI-RID
2,TAF1B,9990489,3p,9014,,F,R,5O55L:02406:01542,23953889,NCI-RID
2,TAF1B,10031671,3p,9014,,F,F,5O55L:01987:01118,23953889,NCI-RID
2,TAF1B,10041744,3p,9014,,F,R,G13FKHM01BQV7C,23953889,NCI-RID
2,,10440447,3p,,,,R,5O55L:02617:01387,23953889,NCI-RID
2,HPCAL1,10484164,3p,3241,,F,F,G13FKHM01AXAIR,23953889,NCI-RID
2,NOL10,10790568,5p,79954,,R,F,RSHY_106_N26_030,23953889,NCI-RID
2,ROCK2,11462722,3p,9475,,R,F,IBB2A10,23953889,NCI-RID
2,LPIN1,11911370,3p,23175,,F,F,5O55L:00787:02178,23953889,NCI-RID
2,,12002676,3p,,,,R,G13FKHM01BX0IO,23953889,NCI-RID
2,,12554407,3p,,,,R,G13FKHM01BB78Y,23953889,NCI-RID
2,,12752090,3p,,,,F,5O55L:00430:01840,23953889,NCI-RID
2,,12837427,3p,,,,F,G13FKHM01ABYTK,23953889,NCI-RID
2,,13562136,3p,,,,R,G13FKHM01ATGME,23953889,NCI-RID
2,,14716095,3p,,,,R,G13FKHM01AOYL2,23953889,NCI-RID
2,NBAS,15606073,3p,51594,,R,R,G13FKHM01A906P,23953889,NCI-RID
2,NBAS,15698604,3p,51594,,R,F,5O55L:02338:01034,23953889,NCI-RID
2,DDX1,15749388,3p,1653,,F,R,5O55L:01713:02046,23953889,NCI-RID
2,,16651973,3p,,,,F,5O55L:01730:00136,23953889,NCI-RID
2,,17411809,3p,,,,F,G13FKHM01BLPK4,23953889,NCI-RID
2,SMC6,17885056,5p,79677,,R,R,RSHY_106_164G_003,23953889,NCI-RID
2,GEN1,17956162,3p,348654,,F,F,5O55L:02634:02339,23953889,NCI-RID
2,,18681434,3p,,,,R,5O55L:00843:02550,23953889,NCI-RID
2,,19681403,3p,,,,R,5O55L:00829:00936,23953889,NCI-RID
2,,19681637,3p,,,,R,G13FKHM01A0M1R,23953889,NCI-RID
2,C2ORF43,20945120,3p,60526,,R,F,G13FKHM01AS0M4,23953889,NCI-RID
2,LOC645949,21914030,3p,645949,,R,R,G13FKHM01AKZ09,23953889,NCI-RID
2,,22505555,3p,,,,R,ID26B11,23953889,NCI-RID
2,,22537305,3p,,,,F,GXIEMIS01AEX39,23953889,NCI-RID
2,UBXN2A,24205218,3p,165324,,F,R,G13FKHM01BTR0X,23953889,NCI-RID
2,UBXN2A,24214896,3p,165324,,F,R,5O55L:01414:00451,23953889,NCI-RID
2,,24228513,3p,,,,F,G13FKHM01BS99G,23953889,NCI-RID
2,ITSN2,24566895,3p,50618,,R,R,5O55L:01614:02076,23953889,NCI-RID
2,ITSN2,24575706,3p,50618,,R,F,GXIEMIS01BN2A0,23953889,NCI-RID
2,,24725336,3p,,,,F,G13FKHM01BX9IM,23953889,NCI-RID
2,,24763976,3p,,,,R,GXIEMIS01BZKLQ,23953889,NCI-RID
2,NCOA1,24853894,3p,8648,,F,R,5O55L:01416:02553,23953889,NCI-RID
2,NCOA1,24895740,3p,8648,,F,R,5O55L:00500:00582,23953889,NCI-RID
2,CENPO,25030167,3p,79172,,F,F,5O55L:02020:01307,23953889,NCI-RID
2,DNMT3A,25541364,3p,1788,,R,R,5O55L:01009:01207,23953889,NCI-RID
2,DTNB,25701090,3p,1838,,R,R,5O55L:01768:01052,23953889,NCI-RID
2,DTNB,25889853,3p,1838,,R,R,G13FKHM01BCOKR,23953889,NCI-RID
2,ASXL2,26012017,3p,55252,,R,R,5O55L:02180:00663,23953889,NCI-RID
2,ASXL2,26012040,3p,55252,,R,F,G13FKHM01AYINZ,23953889,NCI-RID
2,ASXL2,26015620,3p,55252,,R,F,G13FKHM01A9O0I,23953889,NCI-RID
2,ASXL2,26038395,3p,55252,,R,F,5O55L:02626:01674,23953889,NCI-RID
2,ASXL2,26039426,3p,55252,,R,F,5O55L:00179:01096,23953889,NCI-RID
2,ASXL2,26077393,3p,55252,,R,R,5O55L:00321:00035,23953889,NCI-RID
2,KIF3C,26168285,3p,3797,,R,R,GXIEMIS01A8GP3,23953889,NCI-RID
2,RAB10,26272505,3p,10890,,F,F,G13FKHM01AH67G,23953889,NCI-RID
2,HADHB,26505795,3p,3032,,F,R,5O55L:01460:01929,23953889,NCI-RID
2,GPR113,26538763,3p,165082,,R,R,G13FKHM01BK2XT,23953889,NCI-RID
2,EPT1,26608797,3p,85465,,F,R,5O55L:01444:01103,23953889,NCI-RID
2,EPT1,26610765,3p,85465,,F,F,5O55L:01895:01943,23953889,NCI-RID
2,MAPRE3,27237527,3p,22924,,F,R,5O55L:01383:01641,23953889,NCI-RID
2,AGBL5,27276244,3p,60509,,F,F,G13FKHM01BCXV2,23953889,NCI-RID
2,AGBL5,27284359,5p,60509,,F,R,RSHY_106G2_12L_051,23953889,NCI-RID
2,,27469330,3p,,,,R,ID23H7,23953889,NCI-RID
2,TRIM54,27509069,3p,57159,,F,R,ID28C9,23953889,NCI-RID
2,GTF3C2,27553994,3p,2976,,R,F,IBB1E12,23953889,NCI-RID
2,GTF3C2,27566284,3p,2976,,R,R,5O55L:01397:01520,23953889,NCI-RID
2,ZNF512,27832136,3p,84450,,F,F,5O55L:01242:02169,23953889,NCI-RID
2,GPN1,27868728,3p,11321,,F,F,G13FKHM01A0ZA8,23953889,NCI-RID
2,SUPT7L,27879048,3p,9913,,R,R,GXIEMIS01A0GWF,23953889,NCI-RID
2,RBKS,28042401,3p,64080,,R,F,G13FKHM01BXZO4,23953889,NCI-RID
2,BRE,28135101,3p,9577,,F,F,5O55L:00144:00129,23953889,NCI-RID
2,BRE,28137854,3p,9577,,F,F,5O55L:02199:01529,23953889,NCI-RID
2,BRE,28181338,3p,9577,,F,R,5O55L:02507:01944,23953889,NCI-RID
2,BRE,28190614,5p,9577,,F,R,121__038,23953889,NCI-RID
2,BRE,28229527,3p,9577,,F,F,G13FKHM01AVJXB,23953889,NCI-RID
2,BRE,28232796,5p,9577,,F,R,RSHY_106G_76_090,23953889,NCI-RID
2,BRE,28259810,3p,9577,,F,F,5O55L:02137:00847,23953889,NCI-RID
2,BRE,28296880,3p,9577,,F,R,5O55L:01578:01503,23953889,NCI-RID
2,BRE,28299454,3p,9577,,F,F,G13FKHM01A6IEJ,23953889,NCI-RID
2,,28704977,3p,,,,R,5O55L:01589:02221,23953889,NCI-RID
2,PPP1CB,28978565,3p,5500,,F,R,5O55L:02088:01995,23953889,NCI-RID
2,PPP1CB,28983797,3p,5500,,F,R,G13FKHM01B2ENQ,23953889,NCI-RID
2,PPP1CB,28994294,3p,5500,,F,F,5O55L:01037:00115,23953889,NCI-RID
2,PPP1CB,29025549,3p,5500,,F,F,ID28G12,23953889,NCI-RID
2,CLIP4,29354035,3p,79745,,F,F,IBB5C09,23953889,NCI-RID
2,,30170291,3p,,,,R,G13FKHM01BFGUH,23953889,NCI-RID
2,LCLAT1,30697822,5p,253558,,F,F,RSHY_106_156_071,23953889,NCI-RID
2,LCLAT1,30824913,3p,253558,,F,F,5O55L:02614:02177,23953889,NCI-RID
2,MEMO1,32161117,3p,51072,,R,F,5O55L:02321:01862,23953889,NCI-RID
2,MEMO1,32187772,3p,51072,,R,F,5O55L:00381:01141,23953889,NCI-RID
2,YIPF4,32526139,5p,84272,,F,F,RSHY_BN_278_041,23953889,NCI-RID
2,BIRC6,32620023,3p,57448,,F,F,G13FKHM01A2NZI,23953889,NCI-RID
2,BIRC6,32737971,3p,57448,,F,F,GXIEMIS01BB7PH,23953889,NCI-RID
2,LINC00486,33151381,3p,285045,,F,F,G13FKHM01BAA9J,23953889,NCI-RID
2,,34394113,3p,,,,R,5O55L:01295:01214,23953889,NCI-RID
2,,36073420,3p,,,,F,5O55L:01064:01655,23953889,NCI-RID
2,STRN,37153183,3p,6801,,R,R,5O55L:01320:01977,23953889,NCI-RID
2,HEATR5B,37213650,3p,54497,,R,R,G13FKHM01BD81M,23953889,NCI-RID
2,CEBPZ,37442532,5p,10153,,R,R,RSHY_106BN_36_053,23953889,NCI-RID
2,NDUFAF7,37474398,3p,55471,,F,F,5O55L:02350:02466,23953889,NCI-RID
2,CDC42EP3,37870390,3p,10602,,R,R,G13FKHM01AY4W8,23953889,NCI-RID
2,CDC42EP3,37882133,3p,10602,,R,R,G13FKHM01BMO7H,23953889,NCI-RID
2,,38466442,3p,,,,R,5O55L:01088:01711,23953889,NCI-RID
2,ATL2,38549885,3p,64225,,R,R,5O55L:00816:01728,23953889,NCI-RID
2,ATL2,38557589,3p,64225,,R,F,5O55L:00613:02385,23953889,NCI-RID
2,ATL2,38565556,5p,64225,,R,R,RSHY_BN_261_023,23953889,NCI-RID
2,ATL2,38566624,3p,64225,,R,F,5O55L:02150:01501,23953889,NCI-RID
2,,38789772,5p,,,,R,C_11_076,23953889,NCI-RID
2,HNRPLL,38798516,3p,92906,,R,F,G13FKHM01AI5H0,23953889,NCI-RID
2,HNRPLL,38823144,3p,92906,,R,R,GXIEMIS01A4LG6,23953889,NCI-RID
2,HNRPLL,38823801,3p,92906,,R,R,G13FKHM01ADP1A,23953889,NCI-RID
2,GALM,38905226,3p,130589,,F,R,G13FKHM01ATIRB,23953889,NCI-RID
2,GALM,38913394,3p,130589,,F,F,G13FKHM01BJU6E,23953889,NCI-RID
2,GALM,38921374,3p,130589,,F,F,G13FKHM01ADTRB,23953889,NCI-RID
2,SOS1,39234019,5p,6654,,R,R,RSHY_106BN08__041,23953889,NCI-RID
2,SOS1,39241283,3p,6654,,R,R,5O55L:02287:01344,23953889,NCI-RID
2,SOS1,39294104,3p,6654,,R,F,5O55L:02361:00946,23953889,NCI-RID
2,SOS1,39331818,3p,6654,,R,R,5O55L:01933:01722,23953889,NCI-RID
2,,39475343,3p,,,,F,IBB14F7,23953889,NCI-RID
2,MAP4K3,39523158,3p,8491,,R,R,G13FKHM01B0JXI,23953889,NCI-RID
2,MAP4K3,39640538,3p,8491,,R,R,5O55L:02595:01858,23953889,NCI-RID
2,,40009618,3p,,,,R,G13FKHM01AEYYF,23953889,NCI-RID
2,SLC8A1,40491297,3p,6546,,R,R,G13FKHM01B0W2H,23953889,NCI-RID
2,,41072224,3p,,,,F,5O55L:01690:00837,23953889,NCI-RID
2,,41692852,3p,,,,R,G13FKHM01AK22E,23953889,NCI-RID
2,EML4,42448254,3p,27436,,F,F,5O55L:02571:01946,23953889,NCI-RID
2,EML4,42461294,3p,27436,,F,F,G13FKHM01BELIM,23953889,NCI-RID
2,,42666204,3p,,,,F,5O55L:02511:01996,23953889,NCI-RID
2,THADA,43610907,3p,63892,,R,F,5O55L:02433:01182,23953889,NCI-RID
2,THADA,43632577,3p,63892,,R,R,5O55L:00700:02152,23953889,NCI-RID
2,LRPPRC,44164700,3p,10128,,R,R,5O55L:02300:02068,23953889,NCI-RID
2,LRPPRC,44192443,3p,10128,,R,F,5O55L:00685:02127,23953889,NCI-RID
2,PPM1B,44443864,3p,5495,,F,F,5O55L:01601:00760,23953889,NCI-RID
2,SRBD1,45641117,3p,55133,,R,R,5O55L:00651:02387,23953889,NCI-RID
2,,46721967,3p,,,,R,G13FKHM01A8ZZS,23953889,NCI-RID
2,SOCS5,46952953,3p,9655,,F,F,IBB11H02,23953889,NCI-RID
2,EPCAM,47608764,3p,4072,,F,F,5O55L:00995:01070,23953889,NCI-RID
2,MSH2,47640653,3p,4436,,F,F,5O55L:01327:02699,23953889,NCI-RID
2,,47884946,3p,,,,F,G13FKHM01A76BV,23953889,NCI-RID
2,FBXO11,48103041,5p,80204,,R,F,107__067,23953889,NCI-RID
2,FBXO11,48121050,3p,80204,,R,R,5O55L:00901:01561,23953889,NCI-RID
2,FOXN2,48547759,3p,3344,,F,F,5O55L:01206:01994,23953889,NCI-RID
2,NRXN1,50689147,3p,9378,,R,F,G13FKHM01AHBHN,23953889,NCI-RID
2,NRXN1,50996046,3p,9378,,R,R,5O55L:01310:00940,23953889,NCI-RID
2,,52432730,3p,,,,F,5O55L:02029:01384,23953889,NCI-RID
2,,53750487,3p,,,,R,5O55L:01434:00318,23953889,NCI-RID
2,ASB3,53929578,3p,51130,,R,F,ID4B1,23953889,NCI-RID
2,ASB3,53986634,3p,51130,,R,R,G13FKHM01B0Y9J,23953889,NCI-RID
2,ERLEC1,54020357,3p,27248,,F,R,5O55L:01429:00432,23953889,NCI-RID
2,PSME4,54102291,3p,23198,,R,R,5O55L:00875:00946,23953889,NCI-RID
2,PSME4,54145418,3p,23198,,R,R,IBB9G03,23953889,NCI-RID
2,PSME4,54159651,5p,23198,,R,R,204__026,23953889,NCI-RID
2,RPL23AP32,54756699,3p,,,F,F,5O55L:00476:01365,23953889,NCI-RID
2,SPTBN1,54790156,3p,6711,,F,R,5O55L:01645:02071,23953889,NCI-RID
2,SPTBN1,54822432,3p,6711,,F,R,5O55L:01845:01640,23953889,NCI-RID
2,SPTBN1,54841410,3p,6711,,F,F,5O55L:01369:00997,23953889,NCI-RID
2,SPTBN1,54866241,3p,6711,,F,R,GXIEMIS01AR31V,23953889,NCI-RID
2,EML6,55048795,3p,400954,,F,F,ID29D10,23953889,NCI-RID
2,EML6,55076680,3p,400954,,F,R,5O55L:01502:01274,23953889,NCI-RID
2,RTN4,55223639,3p,57142,,R,F,5O55L:02409:00701,23953889,NCI-RID
2,RTN4,55264314,3p,57142,,R,R,5O55L:02557:02605,23953889,NCI-RID
2,CCDC88A,55565173,3p,55704,,R,R,5O55L:02312:00969,23953889,NCI-RID
2,CCDC88A,55588213,3p,55704,,R,R,5O55L:02033:01486,23953889,NCI-RID
2,SMEK2,55779254,3p,57223,,R,F,IBB13B9,23953889,NCI-RID
2,SMEK2,55805824,3p,57223,,R,R,G13FKHM01A3Y98,23953889,NCI-RID
2,SMEK2,55813828,3p,57223,,R,R,5O55L:01743:02432,23953889,NCI-RID
2,SMEK2,55816083,3p,57223,,R,R,5O55L:00411:01658,23953889,NCI-RID
2,SMEK2,55834265,3p,57223,,R,R,GXIEMIS01AFQAR,23953889,NCI-RID
2,PNPT1,55871122,3p,87178,,R,F,ID13G12,23953889,NCI-RID
2,,55961979,3p,,,,F,5O55L:00357:01240,23953889,NCI-RID
2,,56084728,3p,,,,R,G13FKHM01ADTCO,23953889,NCI-RID
2,,56238718,3p,,,,F,5O55L:01820:01798,23953889,NCI-RID
2,,56618121,3p,,,,F,G13FKHM01BZUJ2,23953889,NCI-RID
2,,57503453,3p,,,,R,G13FKHM01AXGNO,23953889,NCI-RID
2,,57726972,3p,,,,R,5O55L:01170:01782,23953889,NCI-RID
2,,58064779,3p,,,,R,5O55L:01716:00988,23953889,NCI-RID
2,,58138294,3p,,,,F,5O55L:00965:02636,23953889,NCI-RID
2,,58141677,3p,,,,F,G13FKHM01AHNUM,23953889,NCI-RID
2,,59758960,3p,,,,F,5O55L:01232:01523,23953889,NCI-RID
2,BCL11A,60685609,3p,53335,,R,R,5O55L:01587:00467,23953889,NCI-RID
2,BCL11A,60699691,3p,53335,,R,R,5O55L:00712:00472,23953889,NCI-RID
2,PAPOLG,61024175,3p,64895,,F,F,5O55L:01435:00461,23953889,NCI-RID
2,FLJ16341,61096347,3p,400957,,R,F,5O55L:01558:02596,23953889,NCI-RID
2,PUS10,61217594,3p,150962,,R,F,G13FKHM01BSJV0,23953889,NCI-RID
2,USP34,61437531,3p,9736,,R,F,G13FKHM01BR69Q,23953889,NCI-RID
2,USP34,61483626,3p,9736,,R,R,5O55L:01631:00619,23953889,NCI-RID
2,USP34,61504743,3p,9736,,R,F,ID23E2,23953889,NCI-RID
2,USP34,61508911,3p,9736,,R,R,5O55L:02315:02368,23953889,NCI-RID
2,USP34,61609273,5p,9736,,R,R,RSHY_112C_62_003,23953889,NCI-RID
2,USP34,61623614,3p,9736,,R,F,5O55L:01982:00652,23953889,NCI-RID
2,XPO1,61720787,3p,7514,,R,F,G13FKHM01ALP1K,23953889,NCI-RID
2,XPO1,61757237,3p,7514,,R,R,5O55L:01898:02614,23953889,NCI-RID
2,XPO1,61758175,3p,7514,,R,R,GXIEMIS01BDDEU,23953889,NCI-RID
2,,62084373,3p,,,,F,G13FKHM01A26HC,23953889,NCI-RID
2,COMMD1,62250811,5p,150684,,F,R,255_Mixed_008,23953889,NCI-RID
2,UGP2,64110200,3p,7360,,F,R,G13FKHM01AE4YT,23953889,NCI-RID
2,VPS54,64197126,3p,51542,,R,R,G13FKHM01A2J9O,23953889,NCI-RID
2,VPS54,64201397,5p,51542,,R,F,328_Mixed_085,23953889,NCI-RID
2,PELI1,64332700,3p,57162,,R,R,G13FKHM01A8MIA,23953889,NCI-RID
2,PELI1,64360447,3p,57162,,R,F,5O55L:00984:02379,23953889,NCI-RID
2,SERTAD2,64869038,3p,9792,,R,F,5O55L:01885:01876,23953889,NCI-RID
2,SERTAD2,64869302,3p,9792,,R,R,GXIEMIS01AY1KB,23953889,NCI-RID
2,,65686587,3p,,,,R,5O55L:00633:01616,23953889,NCI-RID
2,,66640689,3p,,,,R,G13FKHM01BXK50,23953889,NCI-RID
2,,67335414,3p,,,,F,G13FKHM01BU1GC,23953889,NCI-RID
2,PPP3R1,68406760,3p,5534,,R,R,G13FKHM01BCKOK,23953889,NCI-RID
2,PPP3R1,68418494,3p,5534,,R,F,G13FKHM01AJF0F,23953889,NCI-RID
2,PPP3R1,68434377,3p,5534,,R,R,5O55L:02033:02203,23953889,NCI-RID
2,PPP3R1,68445506,3p,5534,,R,R,ID2B1,23953889,NCI-RID
2,ARHGAP25,68963552,3p,9938,,F,F,5O55L:02593:01859,23953889,NCI-RID
2,ARHGAP25,69004665,3p,9938,,F,R,GXIEMIS01A7QKS,23953889,NCI-RID
2,,69159146,3p,,,,F,G13FKHM01AAQUC,23953889,NCI-RID
2,GFPT1,69600177,3p,2673,,R,R,5O55L:02131:01154,23953889,NCI-RID
2,GFPT1,69610197,5p,2673,,R,R,RSHY_106_165G_001,23953889,NCI-RID
2,AAK1,69829859,3p,22848,,R,R,5O55L:02212:01565,23953889,NCI-RID
2,ANXA4,69992092,3p,307,,F,R,5O55L:01905:02305,23953889,NCI-RID
2,GMCL1,70078026,3p,64395,,F,R,5O55L:01428:01086,23953889,NCI-RID
2,,70108095,3p,,,,R,5O55L:02453:02608,23953889,NCI-RID
2,PCBP1-AS1,70220421,3p,400960,,R,R,G13FKHM01BDGHP,23953889,NCI-RID
2,PCBP1-AS1,70299684,3p,400960,,R,R,G13FKHM01AVCT3,23953889,NCI-RID
2,PCBP1-AS1,70309933,3p,400960,,R,F,5O55L:01085:00617,23953889,NCI-RID
2,,70329008,3p,,,,F,GXIEMIS01A08S0,23953889,NCI-RID
2,,70332206,3p,,,,F,5O55L:00042:00813,23953889,NCI-RID
2,,70354844,3p,,,,R,5O55L:01275:01187,23953889,NCI-RID
2,SNRPG,70511665,3p,6637,,R,R,G13FKHM01BVCOV,23953889,NCI-RID
2,ZNF638,71591970,3p,27332,,F,F,ID24C5,23953889,NCI-RID
